"","school","preveducation","preveducationtype","prevCC","matrix_pre_1","matrix_pre_2","matrix_pre_3","matrix_pre_4","matrix_pre_5","matrix_pre_6","cc_choice"
"13175","North Surry High School",0,"",NA,NA,NA,NA,NA,NA,NA,1
"13176","North Surry High School",1,"Lecture",2,4,4,4,4,4,4,1
"13178","North Surry High School",1,"PowerPoint",2,3,4,4,4,4,4,1
"13180","North Surry High School",0,"",NA,3,3,4,3,4,4,0
"13181","North East Carolina Preparatory School",0,"",NA,3,3,4,3,4,4,1
"13182","North East Carolina Preparatory School",0,"",NA,3,3,4,4,4,3,1
"13184","North Surry High School",1,"Video",3,3,3,3,3,3,3,1
"13185","North East Carolina Preparatory School",0,"",NA,3,1,3,3,3,3,1
"13186","North East Carolina Preparatory School",0,"",NA,2,3,4,4,4,3,1
"13187","North East Carolina Preparatory School",0,"",NA,4,4,4,4,4,3,1
"13188","North East Carolina Preparatory School",0,"",NA,3,3,3,3,4,3,1
"13193","Robinson, Jay M. High School",0,"",NA,3,4,3,3,4,3,0
"13196","Charlotte Catholic High School",0,"",NA,1,3,4,4,4,4,1
"13198","Harding University High School",0,"",NA,4,4,4,4,4,4,1
"13199","North East Carolina Preparatory School",0,"",NA,3,3,4,4,4,1,1
"13201","North Surry High School",4,"Handout,Lecture",1,2,3,3,3,3,3,1
"13204","North Surry High School",0,"",NA,4,4,4,4,4,3,1
"13206","Robinson, Jay M. High School",0,"",NA,3,4,4,4,4,4,1
"13210","North Surry High School",0,"",NA,2,4,4,4,4,4,1
"13211","North Surry High School",0,"",NA,3,3,4,3,3,3,1
"13213","North Surry High School",4,"Handout",1,2,3,2,2,3,3,1
"13215","North East Carolina Preparatory School",1,"Other",3,3,4,4,4,4,4,1
"13216","North East Carolina Preparatory School",0,"",NA,3,4,4,4,4,3,1
"13217","North East Carolina Preparatory School",0,"",NA,4,4,4,4,4,4,1
"13218","North Surry High School",0,"",NA,3,3,4,4,4,3,1
"13227","First Flight High School",0,"",NA,NA,3,4,4,4,3,1
"13228","Robinson, Jay M. High School",0,"",NA,3,4,3,4,4,4,1
"13229","Richlands High School",3,"Video",2,3,3,4,3,4,4,1
"13232","First Flight High School",0,"",NA,2,2,3,3,4,4,1
"13233","Robinson, Jay M. High School",1,"PowerPoint",2,2,3,4,3,4,3,1
"13236","Richlands High School",0,"",NA,3,4,4,4,4,4,1
"13238","Charlotte Catholic High School",0,"",NA,4,3,3,3,4,3,1
"13243","Robinson, Jay M. High School",0,"",NA,4,4,4,4,4,4,1
"13247","First Flight High School",0,"",NA,2,2,2,3,3,3,1
"13258","First Flight High School",1,"Video",3,4,4,4,NA,NA,4,1
"13259","Saint Stephen's High School",NA,"Other",3,4,3,4,4,4,4,1
"13263","North Surry High School",0,"",NA,3,3,4,3,4,4,1
"13264","Robinson, Jay M. High School",0,"",NA,4,4,4,4,4,3,1
"13265","Robinson, Jay M. High School",0,"",NA,4,4,4,4,4,4,1
"13270","Robinson, Jay M. High School",0,"",NA,2,4,4,4,4,2,1
"13271","Robinson, Jay M. High School",1,"Other",1,3,2,4,3,4,4,1
"13272","Neuse Charter School",2,"Video",1,3,3,4,4,4,3,1
"13274","Robinson, Jay M. High School",2,"Video",3,3,4,4,3,4,3,1
"13275","Charlotte Catholic High School",0,"",NA,3,3,4,4,4,3,1
"13276","Robinson, Jay M. High School",1,"Lecture",3,3,3,4,2,4,2,1
"13277","Robinson, Jay M. High School",0,"",NA,4,4,4,4,4,4,1
"13278","Robinson, Jay M. High School",0,"",NA,3,4,4,4,4,4,1
"13279","Clinton High School",0,"",NA,1,3,4,3,4,3,1
"13280","Robinson, Jay M. High School",1,"Other",1,3,2,4,4,4,4,1
"13281","First Flight High School",0,"",NA,4,4,4,4,4,4,1
"13283","First Flight High School",1,"Lecture",1,3,3,4,3,4,3,0
"13285","First Flight High School",1,"Video",1,3,4,4,4,4,4,1
"13288","Robinson, Jay M. High School",0,"",NA,1,2,4,4,4,3,1
"13292","North Surry High School",2,"Handout,Lecture",2,3,3,4,3,4,4,1
"13300","Lincolnton High School",1,"PowerPoint,Video",3,3,3,4,4,4,3,1
"13303","Lincolnton High School",0,"",NA,3,1,4,1,3,3,0
"13307","Saint Stephen's High School",2,"Other",1,2,3,4,3,4,3,1
"13310","Scotland High School",4,"Handout",3,3,3,3,3,3,3,1
"13311","Scotland High School",1,"",3,NA,NA,NA,NA,4,4,0
"13312","Scotland High School",1,"Lecture,Video",3,4,4,4,4,4,4,1
"13313","Search",1,"Video",3,3,4,4,4,4,3,1
"13316","Scotland High School",4,"Handout",1,4,4,4,4,4,4,1
"13317","Scotland High School",4,"Handout",2,3,3,3,3,3,3,0
"13318","Scotland High School",0,"",NA,3,4,4,4,4,4,1
"13319","Scotland High School",3,"PowerPoint",3,4,2,3,4,4,2,1
"13320","Scotland High School",0,"",NA,3,3,3,3,3,3,1
"13321","Scotland High School",1,"",1,4,3,3,3,3,3,1
"13323","Scotland High School",0,"",NA,3,2,4,2,4,3,1
"13324","Scotland High School",0,"",NA,3,3,3,3,3,3,1
"13325","Scotland High School",1,"Handout",1,3,3,4,4,4,4,1
"13327","Rutherfordton-Spindale Central High School",1,"Other",3,4,4,4,4,4,4,1
"13329","Rutherfordton-Spindale Central High School",1,"Video",3,3,3,4,4,4,3,1
"13330","Rutherfordton-Spindale Central High School",1,"Video",3,4,3,4,4,4,3,1
"13331","Rutherfordton-Spindale Central High School",0,"",NA,3,3,3,3,3,3,1
"13332","Rutherfordton-Spindale Central High School",0,"",NA,4,4,4,4,4,3,1
"13335","Rutherfordton-Spindale Central High School",0,"",NA,1,1,4,4,4,4,1
"13337","Rutherfordton-Spindale Central High School",0,"",NA,1,3,4,4,4,2,1
"13338","Scotland High School",0,"",NA,2,2,2,2,2,2,0
"13339","Scotland High School",1,"Video",3,3,3,3,3,3,3,1
"13341","Scotland High School",0,"",NA,3,3,4,3,4,4,1
"13344","First Flight High School",1,"Video",3,3,3,4,4,4,4,1
"13348","Scotland High School",NA,"Video",3,3,3,3,3,3,3,1
"13349","Robinson, Jay M. High School",0,"",NA,3,3,4,3,4,2,1
"13356","Trinity High School",0,"",NA,3,3,4,4,4,4,1
"13368","Scotland High School",0,"",NA,1,4,3,2,4,3,1
"13373","Scotland High School",1,"Handout",3,3,3,4,3,4,3,1
"13376","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"13378","Scotland High School",4,"Handout,Lecture",1,3,3,4,3,4,4,1
"13379","Scotland High School",4,"Handout",2,4,3,4,4,4,4,1
"13380","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"13381","Scotland High School",0,"",NA,2,2,3,3,2,NA,1
"13384","Scotland High School",0,"",NA,1,4,4,3,4,3,0
"13385","Scotland High School",0,"",NA,1,NA,NA,NA,NA,NA,1
"13387","Scotland High School",1,"PowerPoint",3,3,4,4,4,4,4,1
"13388","Scotland High School",3,"Lecture",3,3,3,3,3,3,3,1
"13391","Scotland High School",0,"",NA,1,3,4,4,4,3,1
"13393","Scotland High School",NA,"Handout",3,3,4,4,3,4,3,1
"13396","Scotland High School",0,"",NA,2,2,2,2,2,2,1
"13397","Scotland High School",1,"Handout",3,4,4,1,4,4,4,1
"13398","Scotland High School",0,"",NA,3,3,4,4,4,3,0
"13400","Rutherfordton-Spindale Central High School",1,"Video",3,3,3,3,4,4,4,1
"13401","Rutherfordton-Spindale Central High School",1,"Video",3,4,4,4,4,4,4,1
"13403","Rutherfordton-Spindale Central High School",1,"Video",3,4,4,4,4,4,4,1
"13407","Scotland High School",0,"",NA,2,4,4,4,4,4,0
"13408","Rutherfordton-Spindale Central High School",0,"",NA,1,3,4,4,4,3,1
"13411","Rutherfordton-Spindale Central High School",1,"Video",3,3,3,3,3,3,3,1
"13412","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"13415","Rutherfordton-Spindale Central High School",0,"",NA,1,1,1,1,1,1,1
"13417","Rutherfordton-Spindale Central High School",1,"Lecture,Video",3,4,4,4,4,4,4,1
"13419","Scotland High School",0,"",NA,4,3,4,4,4,4,1
"13424","Scotland High School",1,"Video",1,2,4,4,4,4,4,1
"13430","Robinson, Jay M. High School",2,"Video",2,3,4,4,4,4,4,1
"13431","First Flight High School",3,"Handout,Lecture,Video",2,2,4,4,3,4,4,1
"13434","First Flight High School",1,"Lecture",2,2,3,4,4,4,4,1
"13439","First Flight High School",2,"Video",2,2,3,4,3,4,4,1
"13440","Rutherfordton-Spindale Central High School",0,"",NA,1,4,4,4,4,4,1
"13442","Rutherfordton-Spindale Central High School",0,"",NA,4,4,4,4,4,4,1
"13443","Robinson, Jay M. High School",0,"",NA,4,3,4,4,4,4,1
"13449","Scotland High School",1,"Video",3,4,4,4,4,4,4,1
"13450","Richlands High School",3,"Video",2,3,3,4,4,4,3,1
"13455","Asheville High School",0,"",NA,1,1,1,1,1,1,1
"13458","First Flight High School",0,"",NA,NA,4,4,4,4,4,1
"13459","Seaforth High School",0,"",NA,3,4,4,4,4,3,1
"13461","First Flight High School",3,"Video,Virtual Reality (VR)",3,3,4,4,3,4,4,1
"13463","Seaforth High School",4,"Video",3,3,3,4,2,4,4,1
"13471","Seaforth High School",0,"",NA,3,3,4,4,4,3,1
"13472","Seaforth High School",2,"Video",3,2,3,4,4,4,4,1
"13473","East Rutherford High School",0,"",NA,2,3,3,2,4,2,1
"13477","Trinity High School",2,"Video,Other",1,3,4,3,4,4,4,1
"13478","First Flight High School",NA,"Video",1,3,3,4,4,4,4,1
"13479","Rutherfordton-Spindale Central High School",2,"Video",3,2,2,1,3,1,3,0
"13483","East Rutherford High School",0,"",NA,3,3,4,3,4,3,0
"13490","Triangle Math & Science Academy",3,"Handout,Lecture,PowerPoint,Video",2,3,4,4,4,4,3,1
"13493","Triangle Math & Science Academy",1,"Other",2,3,3,4,4,4,4,1
"13518","Triangle Math & Science Academy",NA,"Other",2,NA,3,2,3,3,3,1
"13522","Triangle Math & Science Academy",2,"Virtual Reality (VR)",3,2,3,3,3,4,4,1
"13525","Triangle Math & Science Academy",0,"",NA,3,3,3,3,4,3,1
"13527","Seaforth High School",0,"",NA,4,4,4,4,4,4,1
"13534","Seaforth High School",0,"",NA,2,2,3,2,4,2,1
"13536","Seaforth High School",0,"",NA,4,4,4,4,4,4,1
"13537","Scotland High School",1,"PowerPoint",3,3,4,4,4,4,4,1
"13543","First Flight High School",0,"",NA,3,4,4,4,4,2,1
"13547","Seaforth High School",1,"PowerPoint",1,3,3,4,3,4,2,1
"13556","East Rutherford High School",0,"",NA,2,4,4,4,4,4,1
"13557","Scotland High School",4,"Handout,Lecture,PowerPoint,Video,Other",3,2,4,4,3,4,3,1
"13558","Scotland High School",2,"Handout",3,1,4,3,3,4,4,1
"13559","Scotland High School",1,"Handout",3,3,2,4,3,4,3,1
"13560","Spring Creek High School",0,"",NA,3,4,4,4,4,4,1
"13561","Raleigh Charter High School",0,"",NA,3,3,4,4,4,4,1
"13562","Scotland High School",1,"Other",NA,3,3,NA,4,4,4,1
"13566","Raleigh Charter High School",0,"",NA,3,2,3,3,4,3,1
"13568","Raleigh Charter High School",4,"Video",3,2,2,2,3,2,1,1
"13570","Spring Creek High School",0,"",NA,2,3,2,2,1,2,1
"13572","Raleigh Charter High School",1,"Video",3,3,4,4,3,4,3,1
"13575","Raleigh Charter High School",0,"",NA,1,3,4,4,4,3,1
"13576","Raleigh Charter High School",0,"",NA,3,3,4,3,4,4,1
"13578","Burns High School",4,"Lecture,PowerPoint,Video",3,4,4,4,4,4,4,1
"13581","Trinity High School",0,"",NA,3,2,4,4,4,4,1
"13583","First Flight High School",1,"Video",3,4,4,4,4,4,3,1
"13584","Burns High School",NA,"Lecture,PowerPoint,Video",3,4,4,4,4,4,4,1
"13585","Apex Friendship High School",1,"Video",3,3,3,3,3,4,3,1
"13598","Raleigh Charter High School",4,"Handout",1,1,4,4,4,4,4,1
"13604","Spring Creek High School",3,"Handout",2,3,4,4,4,4,3,1
"13605","Spring Creek High School",3,"Handout",1,2,3,3,3,4,3,1
"13606","Spring Creek High School",4,"Handout",2,3,4,4,4,4,3,1
"13608","Spring Creek High School",0,"",NA,4,4,4,4,4,4,1
"13614","Apex Friendship High School",2,"Video",1,2,4,4,4,4,4,1
"13620","Spring Creek High School",1,"Video",1,3,3,4,3,4,3,1
"13621","Spring Creek High School",0,"",NA,3,3,4,4,4,4,1
"13623","Spring Creek High School",0,"",NA,3,4,4,4,4,3,1
"13624","Spring Creek High School",1,"Other",1,3,3,4,3,4,2,1
"13625","Spring Creek High School",0,"",NA,2,3,4,4,4,4,1
"13627","Spring Creek High School",0,"",NA,3,2,4,4,4,3,1
"13630","Scotland High School",2,"Handout,Lecture,Video",3,3,3,3,3,4,3,1
"13639","Asheville High School",0,"",NA,3,2,4,4,4,3,0
"13642","Scotland High School",4,"",1,4,4,4,NA,4,4,1
"13647","Rutherfordton-Spindale Central High School",0,"",NA,4,4,4,4,4,4,1
"13650","Raleigh Charter High School",4,"Handout,Video",1,2,2,4,3,4,1,0
"13651","Scotland High School",0,"",NA,3,3,4,3,4,4,1
"13653","Robinson, Jay M. High School",1,"Lecture,Video",3,4,4,4,3,4,4,1
"13655","Robinson, Jay M. High School",2,"Lecture,Video",3,4,4,4,3,4,3,1
"13656","Burns High School",4,"Handout,Lecture,PowerPoint,Video",2,2,4,4,4,4,3,1
"13659","Trinity High School",0,"",NA,4,4,4,4,4,4,1
"13660","Trinity High School",0,"",NA,3,4,4,4,4,4,1
"13665","Seaforth High School",0,"",NA,4,4,4,4,4,4,1
"13666","River Mill Academy",1,"Video",3,1,4,4,4,4,4,1
"13667","Rutherfordton-Spindale Central High School",0,"",NA,4,4,4,4,4,4,1
"13668","Seaforth High School",0,"",NA,3,4,4,4,4,4,1
"13671","Seaforth High School",0,"",NA,NA,3,4,4,4,4,1
"13672","Raleigh Charter High School",0,"",NA,3,3,4,4,4,4,1
"13673","Seaforth High School",0,"",NA,4,4,4,3,4,3,1
"13682","Hoke County High School",2,"Video,Virtual Reality (VR)",3,4,3,4,4,4,3,1
"13684","Hoke County High School",1,"Video",3,4,3,4,3,4,3,1
"13687","Seaforth High School",4,"PowerPoint",3,4,4,4,4,4,4,1
"13688","Raleigh Charter High School",0,"",NA,3,3,4,NA,4,4,1
"13689","First Flight High School",0,"",NA,2,2,4,3,4,3,1
"13693","Hoke County High School",1,"Other",3,2,3,4,4,4,3,1
"13695","Raleigh Charter High School",0,"",NA,2,3,4,4,4,3,1
"13698","First Flight High School",NA,"",1,NA,4,4,4,4,4,1
"13701","Raleigh Charter High School",0,"",NA,3,2,4,3,4,4,1
"13702","First Flight High School",0,"",NA,4,4,4,4,4,4,1
"13703","Raleigh Charter High School",0,"",NA,3,3,4,4,4,4,1
"13705","Hoke County High School",2,"Video",3,3,3,4,3,4,2,1
"13708","Raleigh Charter High School",1,"Video",2,2,3,4,4,4,4,1
"13709","Apex Friendship High School",1,"Video",3,4,4,4,4,4,4,1
"13710","First Flight High School",0,"",NA,3,3,4,4,4,3,0
"13711","Seaforth High School",1,"Video",3,3,3,4,3,4,3,1
"13715","First Flight High School",0,"",NA,2,2,4,3,4,3,1
"13727","Seaforth High School",0,"",NA,2,3,4,3,4,4,1
"13728","Hoke County High School",0,"",NA,3,3,4,4,4,4,1
"13730","Hoke County High School",0,"",NA,4,4,4,4,4,4,1
"13731","East Rutherford High School",4,"Lecture,PowerPoint,Video,Other",2,4,4,4,4,4,2,1
"13732","Raleigh Charter High School",0,"",NA,3,3,3,3,4,2,1
"13742","Mooresville High School",4,"Handout",1,1,3,4,3,4,3,1
"13745","Seaforth High School",1,"Lecture",1,3,3,4,3,4,4,1
"13759","Mooresville High School",4,"Handout,Lecture,PowerPoint,Video,Virtual Reality (VR)",1,2,3,4,3,4,4,1
"13763","Hoke County High School",1,"Handout",2,3,3,4,4,4,3,1
"13765","Spring Creek High School",1,"PowerPoint",1,3,4,4,3,4,3,1
"13766","Seaforth High School",2,"Video,Other",3,3,3,4,3,4,4,1
"13769","Triton High School",0,"",NA,3,3,4,4,4,3,1
"13770","Scotland High School",0,"",NA,4,4,4,4,4,4,0
"13771","Trinity High School",0,"",NA,3,4,4,4,4,4,1
"13772","Trinity High School",0,"",NA,3,1,NA,4,4,4,1
"13773","Raleigh Charter High School",1,"Video",2,2,3,4,4,4,4,1
"13777","Brevard High School",1,"Video",3,3,3,3,3,4,3,1
"13778","Brevard High School",0,"",NA,4,3,4,4,4,3,1
"13780","Spring Creek High School",1,"PowerPoint",1,4,4,4,3,4,3,1
"13783","Mooresville High School",0,"",NA,4,4,4,3,4,4,1
"13788","Mooresville High School",4,"Lecture,Virtual Reality (VR)",1,3,3,4,3,4,4,1
"13792","River Mill Academy",0,"",NA,NA,4,4,3,4,3,1
"13799","Trinity High School",0,"",NA,3,3,4,4,4,3,1
"13801","Hoke County High School",0,"",NA,3,3,4,3,4,4,1
"13802","Hoke County High School",1,"PowerPoint",3,1,4,4,4,4,4,1
"13803","Hoke County High School",3,"Video",1,3,4,4,4,4,4,1
"13813","Hoke County High School",0,"",NA,3,4,4,4,4,4,1
"13814","Trinity High School",NA,"Video",3,4,4,4,4,4,4,1
"13817","Hoke County High School",0,"",NA,3,3,4,4,4,3,1
"13829","Sandhoke County High School",1,"Handout,Lecture,PowerPoint",1,3,4,4,4,4,3,1
"13831","Hoke County High School",4,"Lecture,Video,Other",3,4,3,4,3,4,1,0
"13833","East Rutherford High School",3,"Lecture",2,2,3,4,3,4,2,1
"13834","South Caldwell High School",0,"",NA,3,4,4,3,4,3,1
"13844","Seaforth High School",0,"",NA,3,4,4,4,4,4,1
"13845","Hoke County High School",0,"",NA,3,4,4,3,4,3,1
"13853","Hoke County High School",1,"Other",2,4,4,4,4,4,4,1
"13854","Hoke County High School",1,"Other",2,3,4,4,4,4,4,1
"13861","First Flight High School",0,"",NA,4,2,2,4,4,4,1
"13865","Mooresville High School",1,"Video",1,3,3,4,3,4,3,1
"13866","Hoke County High School",1,"Other",3,3,3,4,3,4,3,1
"13874","Mooresville High School",2,"Handout,Lecture,Video",3,1,4,4,4,4,4,1
"13887","Mooresville High School",4,"Handout,Video",3,3,3,4,4,4,3,1
"13889","Mooresville High School",1,"PowerPoint",2,3,3,4,3,4,2,1
"13891","Hoke County High School",3,"Handout,Lecture,PowerPoint,Video",3,3,4,4,3,4,4,1
"13893","Mooresville High School",4,"Lecture,PowerPoint,Video",3,4,3,4,3,4,2,1
"13894","Mooresville High School",1,"PowerPoint",1,3,3,4,3,4,4,1
"13895","Mooresville High School",0,"",NA,3,3,3,3,3,3,0
"13896","Seaforth High School",0,"",NA,3,3,4,3,4,3,0
"13897","Mooresville High School",2,"Video,Other",3,3,3,4,3,4,3,1
"13898","South Caldwell High School",1,"Video",1,3,3,4,3,4,2,1
"13900","Mooresville High School",1,"Lecture",3,3,3,4,3,4,1,0
"13901","Hoke County High School",0,"",NA,2,2,4,4,4,3,1
"13903","Mooresville High School",0,"",NA,4,4,4,4,4,4,0
"13907","Hoke County High School",0,"",NA,1,2,4,2,4,2,1
"13909","Bunn High School",1,"Handout,Video",2,2,3,4,3,4,4,1
"13911","Bunn High School",0,"",NA,3,2,3,3,4,3,1
"13912","Bunn High School",0,"",NA,3,1,4,3,4,4,1
"13913","Bunn High School",1,"Other",NA,3,3,3,3,3,3,1
"13915","South Caldwell High School",2,"Video",2,3,3,4,3,4,4,1
"13917","Brevard High School",4,"Handout,Lecture,Other",3,2,3,4,3,4,3,1
"13920","Triton High School",0,"",NA,3,3,4,3,4,3,1
"13921","Mooresville High School",4,"Lecture,PowerPoint,Video",3,3,4,4,3,4,2,1
"13923","Raleigh Charter High School",0,"",NA,4,4,4,4,4,4,1
"13924","Mooresville High School",4,"Lecture,PowerPoint,Video",3,3,4,4,3,4,2,1
"13927","Triton High School",0,"",NA,1,1,1,1,1,1,1
"13928","Bunn High School",0,"",NA,2,1,3,3,4,4,0
"13930","Mooresville High School",0,"",NA,3,1,2,3,4,3,1
"13937","Mooresville High School",1,"",3,4,4,3,4,4,4,1
"13940","Mooresville High School",0,"",NA,4,4,4,4,4,4,1
"13941","Mooresville High School",4,"PowerPoint",2,2,3,3,3,3,3,1
"13945","Seaforth High School",1,"Video",3,3,3,4,4,4,4,1
"13957","Bunn High School",0,"",NA,3,4,4,4,4,4,1
"13959","Mooresville High School",0,"",NA,4,4,4,4,4,4,1
"13962","South Caldwell High School",0,"",NA,NA,3,4,3,4,3,1
"13964","South Caldwell High School",1,"Video",1,4,4,4,4,4,4,1
"13972","Trinity High School",2,"Handout,PowerPoint",1,3,3,4,3,4,3,0
"13978","Hoke County High School",4,"Lecture,Video",1,4,4,4,4,4,4,1
"13979","Hoke County High School",4,"Video",3,3,4,4,4,4,3,1
"13981","Bunn High School",1,"Lecture",3,4,4,4,4,4,4,1
"13987","Brevard High School",2,"Other",3,4,4,4,4,4,4,1
"13988","Hoke County High School",4,"Handout,PowerPoint,Video",1,3,3,4,4,4,4,1
"13989","Sandhoke County High School",0,"",NA,3,4,4,4,4,4,1
"13993","Seaforth High School",0,"",NA,3,3,4,3,4,3,1
"13996","Davie High School",0,"",NA,3,4,4,4,4,3,1
"13998","Davie High School",NA,"PowerPoint",3,4,3,3,3,3,2,1
"13999","Triton High School",1,"Video",3,3,3,4,4,4,2,1
"14000","Triton High School",0,"",NA,3,2,4,4,4,3,1
"14001","Triton High School",0,"",NA,4,4,4,4,4,4,1
"14002","Triton High School",0,"",NA,3,3,4,4,4,4,1
"14003","Triton High School",0,"",NA,2,2,4,4,4,4,1
"14004","Triton High School",0,"",NA,3,4,4,4,4,4,0
"14006","Davie High School",1,"Handout",2,2,3,4,3,4,3,1
"14007","Davie High School",1,"PowerPoint",3,3,3,4,2,4,4,1
"14008","Davie High School",4,"Handout,Lecture,Video",3,3,4,4,4,4,4,1
"14011","East Rutherford High School",0,"",NA,4,4,4,4,4,4,1
"14015","Hoke County High School",0,"",NA,3,3,4,3,4,4,1
"14020","North Surry High School",1,"Handout,PowerPoint,Video",3,4,4,4,4,4,3,1
"14026","Ardrey Kell High School",0,"",NA,3,3,4,4,4,3,0
"14028","Ardrey Kell High School",0,"",NA,3,3,4,3,4,4,1
"14030","Ardrey Kell High School",0,"",NA,3,3,4,3,4,2,1
"14031","Ardrey Kell High School",0,"",NA,1,1,4,4,4,4,1
"14032","Ardrey Kell High School",0,"",NA,3,3,3,3,2,3,1
"14033","Ardrey Kell High School",0,"",NA,3,4,4,4,4,4,0
"14035","Ardrey Kell High School",0,"",NA,2,3,4,4,4,4,1
"14037","Ardrey Kell High School",2,"Lecture,PowerPoint,Video",3,3,3,3,3,4,3,1
"14043","Ardrey Kell High School",0,"",NA,2,3,4,4,4,4,1
"14044","Ardrey Kell High School",0,"",NA,4,4,4,4,4,4,1
"14045","Ardrey Kell High School",0,"",NA,2,3,4,4,4,4,1
"14046","Ardrey Kell High School",0,"",NA,3,3,4,4,4,3,1
"14047","Ardrey Kell High School",1,"Video",1,3,1,4,3,4,4,0
"14048","Ardrey Kell High School",0,"",NA,2,3,1,3,4,3,1
"14049","Ardrey Kell High School",3,"Lecture,Video",3,2,2,2,2,2,2,1
"14050","Ardrey Kell High School",2,"Lecture,PowerPoint",3,3,3,4,3,4,4,1
"14051","Ardrey Kell High School",2,"Lecture,Video",3,3,4,4,3,4,3,1
"14053","East Rowan High School",1,"Other",3,4,4,4,4,4,4,1
"14054","Ardrey Kell High School",0,"",NA,3,3,3,3,3,3,1
"14055","Ardrey Kell High School",NA,"Other",3,2,3,3,3,3,3,1
"14056","Ardrey Kell High School",0,"",NA,4,4,4,4,4,4,1
"14057","Ardrey Kell High School",0,"",NA,1,4,4,3,4,4,1
"14058","Ardrey Kell High School",1,"Handout,Lecture,Video",3,3,3,3,3,3,3,1
"14059","Ardrey Kell High School",0,"",NA,3,3,4,3,4,3,1
"14060","Ardrey Kell High School",0,"",NA,2,4,4,4,4,4,1
"14061","Ardrey Kell High School",1,"Lecture,Virtual Reality (VR)",3,2,3,1,1,2,1,1
"14062","Ardrey Kell High School",0,"",NA,1,3,4,4,3,3,1
"14063","Ardrey Kell High School",1,"Lecture",1,2,3,4,4,4,3,1
"14064","North Surry High School",0,"",NA,4,3,4,3,4,4,1
"14068","Hoke County High School",0,"",NA,4,3,4,4,4,4,1
"14069","Davie High School",0,"",NA,3,3,4,3,4,3,1
"14071","Triton High School",4,"Other",3,1,4,4,3,4,4,1
"14074","Davie High School",0,"",NA,NA,3,4,4,4,3,1
"14075","Triton High School",0,"",NA,NA,2,4,3,4,3,0
"14085","North Surry High School",0,"",NA,2,2,3,2,4,4,0
"14086","North Surry High School",4,"Lecture",2,3,4,3,3,4,4,1
"14099","Ardrey Kell High School",0,"",NA,NA,NA,4,4,4,3,1
"14106","Ardrey Kell High School",1,"Other",1,2,3,3,3,4,3,1
"14110","Ardrey Kell High School",0,"",NA,2,3,4,4,4,4,1
"14112","Ardrey Kell High School",0,"",NA,3,3,3,3,4,3,1
"14113","Ardrey Kell High School",NA,"Handout",3,3,3,2,3,3,3,1
"14119","Ardrey Kell High School",2,"PowerPoint",1,3,3,3,3,3,3,1
"14122","Ardrey Kell High School",0,"",NA,3,2,4,4,4,4,1
"14123","Ardrey Kell High School",0,"",NA,2,2,3,3,4,3,1
"14125","Ardrey Kell High School",0,"",NA,3,4,4,4,4,4,1
"14126","Ardrey Kell High School",0,"",NA,3,4,4,4,4,3,1
"14128","Ardrey Kell High School",1,"Handout,Video",3,3,2,4,3,3,3,1
"14129","Ardrey Kell High School",0,"",NA,2,2,4,4,4,1,1
"14131","Ardrey Kell High School",0,"",NA,4,4,4,4,4,3,1
"14133","Ardrey Kell High School",1,"Video",2,4,4,4,4,4,4,1
"14135","Ardrey Kell High School",0,"",NA,NA,NA,NA,NA,NA,NA,1
"14138","Ardrey Kell High School",1,"Other",2,3,2,3,3,4,3,0
"14140","Ardrey Kell High School",0,"",NA,3,2,2,2,2,2,1
"14142","Ardrey Kell High School",0,"",NA,3,3,3,3,3,3,1
"14144","Ardrey Kell High School",0,"",NA,4,4,4,4,4,3,0
"14148","Ardrey Kell High School",0,"",NA,3,3,3,3,4,3,1
"14151","Ardrey Kell High School",0,"",NA,2,3,4,4,4,4,1
"14152","Ardrey Kell High School",0,"",NA,4,4,4,4,4,4,0
"14154","North Surry High School",0,"",NA,3,3,4,4,4,4,1
"14157","Ardrey Kell High School",0,"",NA,NA,2,4,3,4,3,1
"14158","Trinity High School",0,"",NA,4,4,4,4,4,4,1
"14162","North Surry High School",0,"",NA,2,3,4,3,4,3,1
"14165","South Caldwell High School",NA,"",NA,NA,NA,NA,NA,NA,NA,1
"14166","Northern Nash High School",0,"",NA,3,3,4,4,4,3,1
"14169","South Caldwell High School",1,"PowerPoint",1,NA,NA,NA,NA,NA,NA,1
"14171","South Caldwell High School",0,"",NA,NA,NA,NA,NA,NA,NA,1
"14172","South Caldwell High School",NA,"",NA,NA,NA,NA,NA,NA,NA,0
"14173","South Caldwell High School",0,"",NA,NA,4,4,3,4,3,1
"14179","Northern Guilford High School",0,"",NA,NA,4,4,3,4,4,1
"14181","Northern Guilford High School",0,"",NA,3,2,3,4,4,2,1
"14182","Northern Guilford High School",0,"",NA,3,3,3,3,3,3,1
"14184","Northern Guilford High School",0,"",NA,3,1,4,4,4,3,1
"14185","Triton High School",0,"",NA,3,4,4,4,4,3,1
"14186","Northern Guilford High School",0,"",NA,3,4,4,4,4,3,1
"14187","Ardrey Kell High School",NA,"Lecture",3,4,4,4,4,4,4,1
"14188","Trinity High School",1,"Other",1,4,4,4,4,4,4,1
"14191","Trinity High School",0,"",NA,4,4,4,4,4,4,1
"14193","Seaforth High School",0,"",NA,3,4,4,4,4,4,1
